text,label
Supreme Court of India updated monsoon forecast by IMD after detailed review and official confirmation.,1
a YouTube video without sources misleads saying mobile SIM verification rules will be enforced across India starting next month.,0
Central Board of Direct Taxes presented minimum support price revision after detailed review and official confirmation.,1
an anonymous Telegram message circulates claim that defence procurement policy will be enforced across India starting next month.,0
Indian Meteorological Department ratified mobile SIM verification rules after detailed review and official confirmation.,1
a viral WhatsApp forward falsely states public healthcare insurance scheme will be enforced across India starting next month.,0
Press Information Bureau published startup funding incentives after detailed review and official confirmation.,1
a viral Instagram reel predicts Chandrayaan mission update will be enforced across India starting next month.,0
Election Commission of India released digital rupee pilot project after detailed review and official confirmation.,1
a fake news website claims fuel price regulation will be enforced across India starting next month.,0
NITI Aayog ratified GST compliance rules after detailed review and official confirmation.,1
a fake news website falsely states electric vehicle subsidy scheme will be enforced across India starting next month.,0
Indian Railways presented inflation rate report after detailed review and official confirmation.,1
a YouTube video without sources falsely states minimum support price revision will be enforced across India starting next month.,0
Ministry of Health and Family Welfare presented Gaganyaan human spaceflight program after detailed review and official confirmation.,1
an anonymous Telegram message misleads saying mobile SIM verification rules will be enforced across India starting next month.,0
Securities and Exchange Board of India ratified fuel price regulation after detailed review and official confirmation.,1
a fake news website asserts without evidence that 5G rollout policy will be enforced across India starting next month.,0
Election Commission of India outlined mobile SIM verification rules after detailed review and official confirmation.,1
a viral WhatsApp forward spreads rumor that employment data release will be enforced across India starting next month.,0
Election Commission of India launched national highway expansion project after detailed review and official confirmation.,1
a viral Instagram reel falsely states electric vehicle subsidy scheme will be enforced across India starting next month.,0
Indian Meteorological Department reviewed railway ticket booking reforms after detailed review and official confirmation.,1
a forwarded social media message asserts without evidence that public healthcare insurance scheme will be enforced across India starting next month.,0
Government of India presented agricultural subsidy reforms after detailed review and official confirmation.,1
a misleading online blog claims monsoon forecast by IMD will be enforced across India starting next month.,0
Indian Meteorological Department ratified railway ticket booking reforms after detailed review and official confirmation.,1
an unverified Facebook post predicts 5G rollout policy will be enforced across India starting next month.,0
Supreme Court of India confirmed pension scheme updates after detailed review and official confirmation.,1
a misleading online blog falsely states mobile SIM verification rules will be enforced across India starting next month.,0
Government of India clarified digital rupee pilot project after detailed review and official confirmation.,1
a misleading online blog predicts electric vehicle subsidy scheme will be enforced across India starting next month.,0
Ministry of Finance presented bank KYC norms after detailed review and official confirmation.,1
a forwarded social media message asserts without evidence that GST compliance rules will be enforced across India starting next month.,0
Indian Railways published Aadhaar data protection policy after detailed review and official confirmation.,1
an anonymous Telegram message reveals railway ticket booking reforms will be enforced across India starting next month.,0
Government of India updated defence procurement policy after detailed review and official confirmation.,1
an anonymous Telegram message falsely states national highway expansion project will be enforced across India starting next month.,0
ISRO released pension scheme updates after detailed review and official confirmation.,1
a YouTube video without sources warns defence procurement policy will be enforced across India starting next month.,0
Ministry of Education updated electric vehicle subsidy scheme after detailed review and official confirmation.,1
a misleading online blog leaks Aadhaar data protection policy will be enforced across India starting next month.,0
ISRO implemented railway ticket booking reforms after detailed review and official confirmation.,1
a misleading online blog asserts without evidence that mobile SIM verification rules will be enforced across India starting next month.,0
ISRO notified bank KYC norms after detailed review and official confirmation.,1
an anonymous Telegram message circulates claim that Gaganyaan human spaceflight program will be enforced across India starting next month.,0
Press Information Bureau outlined employment data release after detailed review and official confirmation.,1
an unverified Facebook post asserts without evidence that railway ticket booking reforms will be enforced across India starting next month.,0
ISRO updated national highway expansion project after detailed review and official confirmation.,1
a viral WhatsApp forward asserts without evidence that pension scheme updates will be enforced across India starting next month.,0
Press Information Bureau announced mobile SIM verification rules after detailed review and official confirmation.,1
a misleading online blog circulates claim that startup funding incentives will be enforced across India starting next month.,0
Election Commission of India notified new education policy implementation after detailed review and official confirmation.,1
an unverified Facebook post reveals monsoon forecast by IMD will be enforced across India starting next month.,0
Ministry of Health and Family Welfare notified UPI transaction guidelines after detailed review and official confirmation.,1
a YouTube video without sources claims monsoon forecast by IMD will be enforced across India starting next month.,0
NITI Aayog launched national highway expansion project after detailed review and official confirmation.,1
an unverified Facebook post spreads rumor that Chandrayaan mission update will be enforced across India starting next month.,0
Reserve Bank of India outlined new income tax rules after detailed review and official confirmation.,1
a viral Instagram reel asserts without evidence that GST compliance rules will be enforced across India starting next month.,0
Government of India outlined new income tax rules after detailed review and official confirmation.,1
a fake news website reveals employment data release will be enforced across India starting next month.,0
Supreme Court of India launched agricultural subsidy reforms after detailed review and official confirmation.,1
an unverified Facebook post circulates claim that Aadhaar data protection policy will be enforced across India starting next month.,0
NITI Aayog outlined employment data release after detailed review and official confirmation.,1
a fake news website claims startup funding incentives will be enforced across India starting next month.,0
Telecom Regulatory Authority of India introduced Chandrayaan mission update after detailed review and official confirmation.,1
a misleading online blog claims defence procurement policy will be enforced across India starting next month.,0
Securities and Exchange Board of India announced defence procurement policy after detailed review and official confirmation.,1
a fake news website warns 5G rollout policy will be enforced across India starting next month.,0
Indian Railways notified fuel price regulation after detailed review and official confirmation.,1
a viral WhatsApp forward circulates claim that pension scheme updates will be enforced across India starting next month.,0
ISRO released railway ticket booking reforms after detailed review and official confirmation.,1
a forwarded social media message reveals defence procurement policy will be enforced across India starting next month.,0
Ministry of Education notified cybersecurity advisory after detailed review and official confirmation.,1
a misleading online blog claims GST compliance rules will be enforced across India starting next month.,0
Ministry of Education updated Aadhaar data protection policy after detailed review and official confirmation.,1
a YouTube video without sources claims new income tax rules will be enforced across India starting next month.,0
Indian Meteorological Department outlined electric vehicle subsidy scheme after detailed review and official confirmation.,1
a misleading online blog warns Chandrayaan mission update will be enforced across India starting next month.,0
Reserve Bank of India confirmed pension scheme updates after detailed review and official confirmation.,1
a misleading online blog misleads saying public healthcare insurance scheme will be enforced across India starting next month.,0
Election Commission of India released Gaganyaan human spaceflight program after detailed review and official confirmation.,1
an unverified Facebook post claims Gaganyaan human spaceflight program will be enforced across India starting next month.,0
Supreme Court of India implemented Chandrayaan mission update after detailed review and official confirmation.,1
a viral Instagram reel predicts 5G rollout policy will be enforced across India starting next month.,0
Telecom Regulatory Authority of India reviewed pension scheme updates after detailed review and official confirmation.,1
a viral Instagram reel reveals agricultural subsidy reforms will be enforced across India starting next month.,0
Supreme Court of India introduced defence procurement policy after detailed review and official confirmation.,1
a YouTube video without sources claims fuel price regulation will be enforced across India starting next month.,0
Press Information Bureau published railway ticket booking reforms after detailed review and official confirmation.,1
an unverified Facebook post predicts new income tax rules will be enforced across India starting next month.,0
Indian Railways updated electric vehicle subsidy scheme after detailed review and official confirmation.,1
a viral Instagram reel spreads rumor that UPI transaction guidelines will be enforced across India starting next month.,0
Securities and Exchange Board of India implemented GST compliance rules after detailed review and official confirmation.,1
a viral WhatsApp forward leaks Gaganyaan human spaceflight program will be enforced across India starting next month.,0
NITI Aayog updated new education policy implementation after detailed review and official confirmation.,1
a viral Instagram reel spreads rumor that fuel price regulation will be enforced across India starting next month.,0
Ministry of Education outlined agricultural subsidy reforms after detailed review and official confirmation.,1
a fake news website asserts without evidence that cybersecurity advisory will be enforced across India starting next month.,0
Ministry of Education updated UPI transaction guidelines after detailed review and official confirmation.,1
a misleading online blog asserts without evidence that railway ticket booking reforms will be enforced across India starting next month.,0
Telecom Regulatory Authority of India released employment data release after detailed review and official confirmation.,1
a YouTube video without sources reveals cybersecurity advisory will be enforced across India starting next month.,0
Central Board of Direct Taxes reviewed minimum support price revision after detailed review and official confirmation.,1
a fake news website leaks minimum support price revision will be enforced across India starting next month.,0
Reserve Bank of India outlined monsoon forecast by IMD after detailed review and official confirmation.,1
a viral Instagram reel asserts without evidence that digital rupee pilot project will be enforced across India starting next month.,0
Ministry of Education confirmed mobile SIM verification rules after detailed review and official confirmation.,1
a viral WhatsApp forward claims public healthcare insurance scheme will be enforced across India starting next month.,0
Ministry of Finance updated Gaganyaan human spaceflight program after detailed review and official confirmation.,1
a fake news website warns UPI transaction guidelines will be enforced across India starting next month.,0
Indian Meteorological Department approved monsoon forecast by IMD after detailed review and official confirmation.,1
a forwarded social media message reveals electric vehicle subsidy scheme will be enforced across India starting next month.,0
Ministry of Finance announced railway ticket booking reforms after detailed review and official confirmation.,1
an unverified Facebook post reveals employment data release will be enforced across India starting next month.,0
Supreme Court of India confirmed new income tax rules after detailed review and official confirmation.,1
an unverified Facebook post warns cybersecurity advisory will be enforced across India starting next month.,0
Indian Meteorological Department reviewed Aadhaar data protection policy after detailed review and official confirmation.,1
a misleading online blog predicts Aadhaar data protection policy will be enforced across India starting next month.,0
Election Commission of India reviewed minimum support price revision after detailed review and official confirmation.,1
a YouTube video without sources reveals railway ticket booking reforms will be enforced across India starting next month.,0
Telecom Regulatory Authority of India published GST compliance rules after detailed review and official confirmation.,1
a viral Instagram reel claims agricultural subsidy reforms will be enforced across India starting next month.,0
Ministry of Finance ratified bank KYC norms after detailed review and official confirmation.,1
a viral Instagram reel warns defence procurement policy will be enforced across India starting next month.,0
Supreme Court of India ratified startup funding incentives after detailed review and official confirmation.,1
an anonymous Telegram message claims 5G rollout policy will be enforced across India starting next month.,0
Election Commission of India updated public healthcare insurance scheme after detailed review and official confirmation.,1
an anonymous Telegram message warns new income tax rules will be enforced across India starting next month.,0
Indian Meteorological Department clarified fuel price regulation after detailed review and official confirmation.,1
a viral WhatsApp forward spreads rumor that monsoon forecast by IMD will be enforced across India starting next month.,0
ISRO implemented electric vehicle subsidy scheme after detailed review and official confirmation.,1
a viral Instagram reel misleads saying Chandrayaan mission update will be enforced across India starting next month.,0
Reserve Bank of India outlined fuel price regulation after detailed review and official confirmation.,1
an unverified Facebook post falsely states public healthcare insurance scheme will be enforced across India starting next month.,0
Indian Meteorological Department notified defence procurement policy after detailed review and official confirmation.,1
a viral Instagram reel falsely states UPI transaction guidelines will be enforced across India starting next month.,0
Central Board of Direct Taxes ratified UPI transaction guidelines after detailed review and official confirmation.,1
a forwarded social media message predicts GST compliance rules will be enforced across India starting next month.,0
Press Information Bureau outlined 5G rollout policy after detailed review and official confirmation.,1
an unverified Facebook post predicts railway ticket booking reforms will be enforced across India starting next month.,0
Election Commission of India reviewed startup funding incentives after detailed review and official confirmation.,1
an anonymous Telegram message warns railway ticket booking reforms will be enforced across India starting next month.,0
Press Information Bureau announced bank KYC norms after detailed review and official confirmation.,1
an anonymous Telegram message asserts without evidence that Aadhaar data protection policy will be enforced across India starting next month.,0
Election Commission of India ratified bank KYC norms after detailed review and official confirmation.,1
an anonymous Telegram message predicts new education policy implementation will be enforced across India starting next month.,0
Supreme Court of India released Aadhaar data protection policy after detailed review and official confirmation.,1
a YouTube video without sources reveals Aadhaar data protection policy will be enforced across India starting next month.,0
Indian Meteorological Department published public healthcare insurance scheme after detailed review and official confirmation.,1
a viral WhatsApp forward asserts without evidence that inflation rate report will be enforced across India starting next month.,0
Ministry of Finance outlined electric vehicle subsidy scheme after detailed review and official confirmation.,1
an unverified Facebook post leaks railway ticket booking reforms will be enforced across India starting next month.,0
Indian Railways ratified new education policy implementation after detailed review and official confirmation.,1
a fake news website spreads rumor that employment data release will be enforced across India starting next month.,0
Election Commission of India ratified electric vehicle subsidy scheme after detailed review and official confirmation.,1
a viral Instagram reel misleads saying Aadhaar data protection policy will be enforced across India starting next month.,0
ISRO clarified inflation rate report after detailed review and official confirmation.,1
a viral WhatsApp forward circulates claim that digital rupee pilot project will be enforced across India starting next month.,0
Ministry of Health and Family Welfare published public healthcare insurance scheme after detailed review and official confirmation.,1
an anonymous Telegram message claims public healthcare insurance scheme will be enforced across India starting next month.,0
Central Board of Direct Taxes outlined new income tax rules after detailed review and official confirmation.,1
a viral WhatsApp forward spreads rumor that Aadhaar data protection policy will be enforced across India starting next month.,0
Government of India reviewed Chandrayaan mission update after detailed review and official confirmation.,1
a viral Instagram reel leaks digital rupee pilot project will be enforced across India starting next month.,0
NITI Aayog presented Chandrayaan mission update after detailed review and official confirmation.,1
a forwarded social media message circulates claim that UPI transaction guidelines will be enforced across India starting next month.,0
Telecom Regulatory Authority of India presented fuel price regulation after detailed review and official confirmation.,1
a YouTube video without sources warns pension scheme updates will be enforced across India starting next month.,0
Ministry of Education approved public healthcare insurance scheme after detailed review and official confirmation.,1
a forwarded social media message leaks Chandrayaan mission update will be enforced across India starting next month.,0
ISRO approved pension scheme updates after detailed review and official confirmation.,1
an anonymous Telegram message warns UPI transaction guidelines will be enforced across India starting next month.,0
Government of India updated new education policy implementation after detailed review and official confirmation.,1
a viral Instagram reel spreads rumor that employment data release will be enforced across India starting next month.,0
Ministry of Education notified agricultural subsidy reforms after detailed review and official confirmation.,1
a fake news website circulates claim that cybersecurity advisory will be enforced across India starting next month.,0
Ministry of Health and Family Welfare notified minimum support price revision after detailed review and official confirmation.,1
a forwarded social media message reveals GST compliance rules will be enforced across India starting next month.,0
Indian Meteorological Department presented agricultural subsidy reforms after detailed review and official confirmation.,1
an anonymous Telegram message circulates claim that monsoon forecast by IMD will be enforced across India starting next month.,0
Government of India approved defence procurement policy after detailed review and official confirmation.,1
an unverified Facebook post misleads saying electric vehicle subsidy scheme will be enforced across India starting next month.,0
Election Commission of India launched 5G rollout policy after detailed review and official confirmation.,1
a viral Instagram reel misleads saying cybersecurity advisory will be enforced across India starting next month.,0
Government of India published monsoon forecast by IMD after detailed review and official confirmation.,1
an anonymous Telegram message reveals new income tax rules will be enforced across India starting next month.,0
Indian Railways announced GST compliance rules after detailed review and official confirmation.,1
an unverified Facebook post reveals new education policy implementation will be enforced across India starting next month.,0
ISRO ratified pension scheme updates after detailed review and official confirmation.,1
an anonymous Telegram message circulates claim that GST compliance rules will be enforced across India starting next month.,0
Supreme Court of India approved public healthcare insurance scheme after detailed review and official confirmation.,1
a fake news website circulates claim that 5G rollout policy will be enforced across India starting next month.,0
Ministry of Education updated minimum support price revision after detailed review and official confirmation.,1
a viral WhatsApp forward asserts without evidence that employment data release will be enforced across India starting next month.,0
Telecom Regulatory Authority of India introduced mobile SIM verification rules after detailed review and official confirmation.,1
a viral Instagram reel leaks monsoon forecast by IMD will be enforced across India starting next month.,0
Ministry of Finance presented Gaganyaan human spaceflight program after detailed review and official confirmation.,1
a viral WhatsApp forward circulates claim that electric vehicle subsidy scheme will be enforced across India starting next month.,0
Government of India launched cybersecurity advisory after detailed review and official confirmation.,1
a fake news website claims public healthcare insurance scheme will be enforced across India starting next month.,0
Securities and Exchange Board of India approved UPI transaction guidelines after detailed review and official confirmation.,1
an unverified Facebook post claims inflation rate report will be enforced across India starting next month.,0
Central Board of Direct Taxes launched minimum support price revision after detailed review and official confirmation.,1
an unverified Facebook post misleads saying bank KYC norms will be enforced across India starting next month.,0
Ministry of Finance reviewed pension scheme updates after detailed review and official confirmation.,1
an unverified Facebook post predicts employment data release will be enforced across India starting next month.,0
ISRO announced Gaganyaan human spaceflight program after detailed review and official confirmation.,1
a fake news website warns defence procurement policy will be enforced across India starting next month.,0
Securities and Exchange Board of India notified Gaganyaan human spaceflight program after detailed review and official confirmation.,1
a forwarded social media message spreads rumor that 5G rollout policy will be enforced across India starting next month.,0
Central Board of Direct Taxes launched cybersecurity advisory after detailed review and official confirmation.,1
a viral Instagram reel claims employment data release will be enforced across India starting next month.,0
Reserve Bank of India clarified national highway expansion project after detailed review and official confirmation.,1
an unverified Facebook post claims public healthcare insurance scheme will be enforced across India starting next month.,0
Ministry of Finance implemented bank KYC norms after detailed review and official confirmation.,1
a forwarded social media message falsely states new education policy implementation will be enforced across India starting next month.,0
Press Information Bureau published new income tax rules after detailed review and official confirmation.,1
a viral WhatsApp forward asserts without evidence that digital rupee pilot project will be enforced across India starting next month.,0
Central Board of Direct Taxes approved new income tax rules after detailed review and official confirmation.,1
a misleading online blog falsely states digital rupee pilot project will be enforced across India starting next month.,0
Ministry of Education introduced 5G rollout policy after detailed review and official confirmation.,1
an anonymous Telegram message predicts public healthcare insurance scheme will be enforced across India starting next month.,0
Government of India released fuel price regulation after detailed review and official confirmation.,1
a YouTube video without sources misleads saying Chandrayaan mission update will be enforced across India starting next month.,0
Press Information Bureau outlined fuel price regulation after detailed review and official confirmation.,1
a viral Instagram reel leaks minimum support price revision will be enforced across India starting next month.,0
Indian Meteorological Department updated electric vehicle subsidy scheme after detailed review and official confirmation.,1
a forwarded social media message falsely states fuel price regulation will be enforced across India starting next month.,0
Supreme Court of India ratified cybersecurity advisory after detailed review and official confirmation.,1
a forwarded social media message leaks employment data release will be enforced across India starting next month.,0
Ministry of Finance notified mobile SIM verification rules after detailed review and official confirmation.,1
a viral WhatsApp forward circulates claim that public healthcare insurance scheme will be enforced across India starting next month.,0
Ministry of Finance approved employment data release after detailed review and official confirmation.,1
a forwarded social media message leaks railway ticket booking reforms will be enforced across India starting next month.,0
Supreme Court of India clarified startup funding incentives after detailed review and official confirmation.,1
an anonymous Telegram message warns new education policy implementation will be enforced across India starting next month.,0
Ministry of Education published UPI transaction guidelines after detailed review and official confirmation.,1
a fake news website warns minimum support price revision will be enforced across India starting next month.,0
Election Commission of India released new income tax rules after detailed review and official confirmation.,1
a YouTube video without sources leaks 5G rollout policy will be enforced across India starting next month.,0
Central Board of Direct Taxes approved employment data release after detailed review and official confirmation.,1
a YouTube video without sources circulates claim that railway ticket booking reforms will be enforced across India starting next month.,0
Reserve Bank of India updated cybersecurity advisory after detailed review and official confirmation.,1
a fake news website warns new education policy implementation will be enforced across India starting next month.,0
Ministry of Finance announced pension scheme updates after detailed review and official confirmation.,1
an unverified Facebook post circulates claim that electric vehicle subsidy scheme will be enforced across India starting next month.,0
ISRO updated new education policy implementation after detailed review and official confirmation.,1
a viral WhatsApp forward predicts inflation rate report will be enforced across India starting next month.,0
Press Information Bureau implemented UPI transaction guidelines after detailed review and official confirmation.,1
a fake news website reveals fuel price regulation will be enforced across India starting next month.,0
Election Commission of India announced Chandrayaan mission update after detailed review and official confirmation.,1
an unverified Facebook post spreads rumor that public healthcare insurance scheme will be enforced across India starting next month.,0
Securities and Exchange Board of India reviewed startup funding incentives after detailed review and official confirmation.,1
an anonymous Telegram message falsely states fuel price regulation will be enforced across India starting next month.,0
Indian Meteorological Department launched Gaganyaan human spaceflight program after detailed review and official confirmation.,1
a viral WhatsApp forward reveals UPI transaction guidelines will be enforced across India starting next month.,0
Supreme Court of India confirmed Aadhaar data protection policy after detailed review and official confirmation.,1
an unverified Facebook post warns monsoon forecast by IMD will be enforced across India starting next month.,0
ISRO implemented monsoon forecast by IMD after detailed review and official confirmation.,1
a viral Instagram reel circulates claim that new education policy implementation will be enforced across India starting next month.,0
NITI Aayog ratified electric vehicle subsidy scheme after detailed review and official confirmation.,1
an unverified Facebook post asserts without evidence that 5G rollout policy will be enforced across India starting next month.,0
NITI Aayog reviewed monsoon forecast by IMD after detailed review and official confirmation.,1
a viral WhatsApp forward spreads rumor that digital rupee pilot project will be enforced across India starting next month.,0
ISRO ratified Gaganyaan human spaceflight program after detailed review and official confirmation.,1
a viral Instagram reel claims cybersecurity advisory will be enforced across India starting next month.,0
Supreme Court of India clarified Gaganyaan human spaceflight program after detailed review and official confirmation.,1
a fake news website predicts Chandrayaan mission update will be enforced across India starting next month.,0
Press Information Bureau presented fuel price regulation after detailed review and official confirmation.,1
a YouTube video without sources predicts monsoon forecast by IMD will be enforced across India starting next month.,0
Ministry of Education ratified 5G rollout policy after detailed review and official confirmation.,1
a YouTube video without sources circulates claim that public healthcare insurance scheme will be enforced across India starting next month.,0
Indian Railways updated Chandrayaan mission update after detailed review and official confirmation.,1
a misleading online blog misleads saying defence procurement policy will be enforced across India starting next month.,0
Ministry of Education reviewed UPI transaction guidelines after detailed review and official confirmation.,1
a fake news website misleads saying Gaganyaan human spaceflight program will be enforced across India starting next month.,0
Central Board of Direct Taxes ratified defence procurement policy after detailed review and official confirmation.,1
an anonymous Telegram message leaks GST compliance rules will be enforced across India starting next month.,0
Government of India confirmed bank KYC norms after detailed review and official confirmation.,1
a fake news website warns employment data release will be enforced across India starting next month.,0
Government of India approved agricultural subsidy reforms after detailed review and official confirmation.,1
a YouTube video without sources warns inflation rate report will be enforced across India starting next month.,0
Government of India launched agricultural subsidy reforms after detailed review and official confirmation.,1
a misleading online blog reveals mobile SIM verification rules will be enforced across India starting next month.,0
Indian Railways approved agricultural subsidy reforms after detailed review and official confirmation.,1
a viral WhatsApp forward asserts without evidence that new income tax rules will be enforced across India starting next month.,0
Reserve Bank of India approved UPI transaction guidelines after detailed review and official confirmation.,1
a forwarded social media message spreads rumor that monsoon forecast by IMD will be enforced across India starting next month.,0
Ministry of Finance clarified minimum support price revision after detailed review and official confirmation.,1
an anonymous Telegram message predicts mobile SIM verification rules will be enforced across India starting next month.,0
Reserve Bank of India updated fuel price regulation after detailed review and official confirmation.,1
an unverified Facebook post misleads saying 5G rollout policy will be enforced across India starting next month.,0
Ministry of Education confirmed Aadhaar data protection policy after detailed review and official confirmation.,1
a misleading online blog falsely states Gaganyaan human spaceflight program will be enforced across India starting next month.,0
NITI Aayog notified Chandrayaan mission update after detailed review and official confirmation.,1
a viral Instagram reel falsely states Chandrayaan mission update will be enforced across India starting next month.,0
Indian Railways approved electric vehicle subsidy scheme after detailed review and official confirmation.,1
a fake news website misleads saying national highway expansion project will be enforced across India starting next month.,0
Telecom Regulatory Authority of India updated Chandrayaan mission update after detailed review and official confirmation.,1
a fake news website predicts mobile SIM verification rules will be enforced across India starting next month.,0
Ministry of Education ratified bank KYC norms after detailed review and official confirmation.,1
a forwarded social media message predicts Chandrayaan mission update will be enforced across India starting next month.,0
Press Information Bureau implemented Gaganyaan human spaceflight program after detailed review and official confirmation.,1
a viral Instagram reel predicts monsoon forecast by IMD will be enforced across India starting next month.,0
Reserve Bank of India released public healthcare insurance scheme after detailed review and official confirmation.,1
a misleading online blog claims UPI transaction guidelines will be enforced across India starting next month.,0
Press Information Bureau notified public healthcare insurance scheme after detailed review and official confirmation.,1
a misleading online blog warns mobile SIM verification rules will be enforced across India starting next month.,0
Government of India introduced cybersecurity advisory after detailed review and official confirmation.,1
a forwarded social media message leaks defence procurement policy will be enforced across India starting next month.,0
Ministry of Health and Family Welfare implemented 5G rollout policy after detailed review and official confirmation.,1
a viral Instagram reel leaks startup funding incentives will be enforced across India starting next month.,0
Press Information Bureau announced monsoon forecast by IMD after detailed review and official confirmation.,1
an unverified Facebook post misleads saying mobile SIM verification rules will be enforced across India starting next month.,0
Ministry of Finance implemented minimum support price revision after detailed review and official confirmation.,1
a forwarded social media message asserts without evidence that agricultural subsidy reforms will be enforced across India starting next month.,0
Ministry of Health and Family Welfare published UPI transaction guidelines after detailed review and official confirmation.,1
an unverified Facebook post spreads rumor that defence procurement policy will be enforced across India starting next month.,0
Ministry of Health and Family Welfare confirmed cybersecurity advisory after detailed review and official confirmation.,1
a forwarded social media message falsely states GST compliance rules will be enforced across India starting next month.,0
Ministry of Health and Family Welfare clarified new income tax rules after detailed review and official confirmation.,1
a viral WhatsApp forward leaks employment data release will be enforced across India starting next month.,0
Indian Meteorological Department introduced UPI transaction guidelines after detailed review and official confirmation.,1
a forwarded social media message predicts pension scheme updates will be enforced across India starting next month.,0
Press Information Bureau clarified fuel price regulation after detailed review and official confirmation.,1
a misleading online blog claims digital rupee pilot project will be enforced across India starting next month.,0
Press Information Bureau notified inflation rate report after detailed review and official confirmation.,1
a viral Instagram reel asserts without evidence that national highway expansion project will be enforced across India starting next month.,0
ISRO reviewed cybersecurity advisory after detailed review and official confirmation.,1
a YouTube video without sources leaks bank KYC norms will be enforced across India starting next month.,0
Securities and Exchange Board of India released startup funding incentives after detailed review and official confirmation.,1
a YouTube video without sources warns UPI transaction guidelines will be enforced across India starting next month.,0
Securities and Exchange Board of India ratified UPI transaction guidelines after detailed review and official confirmation.,1
a viral WhatsApp forward falsely states railway ticket booking reforms will be enforced across India starting next month.,0
ISRO published new income tax rules after detailed review and official confirmation.,1
an anonymous Telegram message claims agricultural subsidy reforms will be enforced across India starting next month.,0
Government of India confirmed minimum support price revision after detailed review and official confirmation.,1
a misleading online blog claims pension scheme updates will be enforced across India starting next month.,0
ISRO reviewed digital rupee pilot project after detailed review and official confirmation.,1
a viral WhatsApp forward claims minimum support price revision will be enforced across India starting next month.,0
Supreme Court of India introduced fuel price regulation after detailed review and official confirmation.,1
a forwarded social media message claims Aadhaar data protection policy will be enforced across India starting next month.,0
Ministry of Education presented Chandrayaan mission update after detailed review and official confirmation.,1
a viral Instagram reel falsely states GST compliance rules will be enforced across India starting next month.,0
Telecom Regulatory Authority of India reviewed fuel price regulation after detailed review and official confirmation.,1
a forwarded social media message falsely states railway ticket booking reforms will be enforced across India starting next month.,0
Ministry of Education announced inflation rate report after detailed review and official confirmation.,1
a fake news website falsely states Gaganyaan human spaceflight program will be enforced across India starting next month.,0
Securities and Exchange Board of India confirmed Aadhaar data protection policy after detailed review and official confirmation.,1
a YouTube video without sources circulates claim that pension scheme updates will be enforced across India starting next month.,0
Election Commission of India presented 5G rollout policy after detailed review and official confirmation.,1
a forwarded social media message spreads rumor that employment data release will be enforced across India starting next month.,0
Ministry of Education announced UPI transaction guidelines after detailed review and official confirmation.,1
an anonymous Telegram message claims monsoon forecast by IMD will be enforced across India starting next month.,0
Press Information Bureau implemented public healthcare insurance scheme after detailed review and official confirmation.,1
a viral Instagram reel predicts minimum support price revision will be enforced across India starting next month.,0
Central Board of Direct Taxes updated new income tax rules after detailed review and official confirmation.,1
a misleading online blog spreads rumor that Chandrayaan mission update will be enforced across India starting next month.,0
Ministry of Finance presented cybersecurity advisory after detailed review and official confirmation.,1
an anonymous Telegram message warns agricultural subsidy reforms will be enforced across India starting next month.,0
Ministry of Finance launched fuel price regulation after detailed review and official confirmation.,1
a viral WhatsApp forward falsely states inflation rate report will be enforced across India starting next month.,0
Government of India notified inflation rate report after detailed review and official confirmation.,1
a viral Instagram reel spreads rumor that bank KYC norms will be enforced across India starting next month.,0
Indian Meteorological Department published pension scheme updates after detailed review and official confirmation.,1
a misleading online blog spreads rumor that startup funding incentives will be enforced across India starting next month.,0
Ministry of Education released minimum support price revision after detailed review and official confirmation.,1
a YouTube video without sources reveals new income tax rules will be enforced across India starting next month.,0
ISRO reviewed UPI transaction guidelines after detailed review and official confirmation.,1
a viral Instagram reel reveals bank KYC norms will be enforced across India starting next month.,0
Ministry of Finance presented railway ticket booking reforms after detailed review and official confirmation.,1
a misleading online blog predicts cybersecurity advisory will be enforced across India starting next month.,0
ISRO announced digital rupee pilot project after detailed review and official confirmation.,1
a fake news website reveals defence procurement policy will be enforced across India starting next month.,0
Securities and Exchange Board of India implemented railway ticket booking reforms after detailed review and official confirmation.,1
a forwarded social media message spreads rumor that Chandrayaan mission update will be enforced across India starting next month.,0
Indian Railways reviewed 5G rollout policy after detailed review and official confirmation.,1
a YouTube video without sources circulates claim that mobile SIM verification rules will be enforced across India starting next month.,0
Telecom Regulatory Authority of India reviewed electric vehicle subsidy scheme after detailed review and official confirmation.,1
a misleading online blog predicts startup funding incentives will be enforced across India starting next month.,0
ISRO ratified inflation rate report after detailed review and official confirmation.,1
a misleading online blog reveals inflation rate report will be enforced across India starting next month.,0
Press Information Bureau ratified national highway expansion project after detailed review and official confirmation.,1
a fake news website asserts without evidence that mobile SIM verification rules will be enforced across India starting next month.,0
